team,lineup,minutes,goals_for,goals_against,stints,net_goals,net_per_min,gf_per_min,ga_per_min
Brazil,"('Brazil_p2', 'Brazil_p5', 'Brazil_p7', 'Brazil_p8')",14.926288564,18,20,8,-2,-0.1339917817764628,1.205926035988165,1.3399178177646278
Brazil,"('Brazil_p2', 'Brazil_p5', 'Brazil_p7', 'Brazil_p9')",25.796856799,50,57,10,-7,-0.2713508879993221,1.9382206285665864,2.2095715165659087
Brazil,"('Brazil_p2', 'Brazil_p6', 'Brazil_p7', 'Brazil_p8')",22.389217605,29,38,6,-9,-0.40197920975988477,1.2952663425596287,1.6972455523195136
Brazil,"('Brazil_p2', 'Brazil_p6', 'Brazil_p7', 'Brazil_p9')",33.557394653,40,60,8,-20,-0.5959938251109734,1.1919876502219469,1.7879814753329204
Brazil,"('Brazil_p3', 'Brazil_p4', 'Brazil_p5', 'Brazil_p8')",27.884279221,38,57,11,-19,-0.6813875248276405,1.362775049655281,2.0441625744829217
Brazil,"('Brazil_p3', 'Brazil_p4', 'Brazil_p5', 'Brazil_p9')",29.830600069,36,64,8,-28,-0.9386334815670584,1.2068144763005035,2.145447957867562
Brazil,"('Brazil_p3', 'Brazil_p4', 'Brazil_p6', 'Brazil_p8')",7.502359686,14,13,4,1,0.1332913965543507,1.8660795517609097,1.7327881552065592
Brazil,"('Brazil_p3', 'Brazil_p4', 'Brazil_p6', 'Brazil_p9')",4.792499435,9,12,3,-3,-0.6259781645649792,1.8779344936949378,2.503912658259917
Brazil,"('Brazil_p3', 'Brazil_p4', 'Brazil_p7', 'Brazil_p8')",9.746352901,17,19,3,-2,-0.20520496439183883,1.74424219733063,1.949447161722469
Brazil,"('Brazil_p3', 'Brazil_p4', 'Brazil_p7', 'Brazil_p9')",35.480388099,33,56,10,-23,-0.6482454457889159,0.9300912917840966,1.5783367375730124
Brazil,"('Brazil_p3', 'Brazil_p5', 'Brazil_p6', 'Brazil_p7')",46.289528523,75,69,12,6,0.1296189482037771,1.6202368525472137,1.4906179043434367
Brazil,"('Brazil_p4', 'Brazil_p5', 'Brazil_p6', 'Brazil_p8')",33.388040646,71,46,13,25,0.7487711023556299,2.126509930689989,1.3777388283343592
Brazil,"('Brazil_p4', 'Brazil_p5', 'Brazil_p6', 'Brazil_p9')",32.311952011,59,61,10,-2,-0.06189660096422331,1.8259497284445876,1.8878463294088108
Brazil,"('Brazil_p4', 'Brazil_p5', 'Brazil_p7', 'Brazil_p8')",18.256894852,23,21,8,2,0.10954765398021148,1.259798020772432,1.1502503667922204
Brazil,"('Brazil_p4', 'Brazil_p5', 'Brazil_p7', 'Brazil_p9')",11.381378094,13,22,5,-9,-0.7907653999074674,1.1422166887552307,1.9329820886626983
Brazil,"('Brazil_p4', 'Brazil_p6', 'Brazil_p7', 'Brazil_p8')",24.427889386,30,34,9,-4,-0.16374726186096378,1.2281044639572285,1.3918517258181922
Brazil,"('Brazil_p4', 'Brazil_p6', 'Brazil_p7', 'Brazil_p9')",42.881591728000004,72,84,14,-12,-0.2798403584483658,1.679042150690195,1.9588825091385609
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p11', 'Canada_p3')",20.572303839,34,18,9,16,0.7777446865074954,1.6527074588284278,0.8749627723209323
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p11', 'Canada_p4')",26.117145635,42,40,10,2,0.07657804677245313,1.6081389822215157,1.5315609354490625
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p11', 'Canada_p6')",17.935707187000002,20,25,9,-5,-0.2787735073877686,1.1150940295510745,1.3938675369388431
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p12', 'Canada_p5')",31.566629914,43,61,10,-18,-0.5702224168065811,1.3621979957046104,1.9324204125111917
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p12', 'Canada_p7')",6.230791725,7,13,3,-6,-0.9629594865008909,1.1234527342510394,2.0864122207519302
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p12', 'Canada_p8')",29.267288505,41,37,12,4,0.1366713557805891,1.400881396751038,1.2642100409704489
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p12', 'Canada_p9')",40.030261273,78,70,12,8,0.19984880801654717,1.9485258781613348,1.7486770701447876
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p2', 'Canada_p5')",9.130816286,14,20,5,-6,-0.6571154004269713,1.533269267662933,2.190384668089904
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p2', 'Canada_p7')",6.963240161,15,10,4,5,0.7180565202970026,2.154169560891008,1.4361130405940052
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p2', 'Canada_p8')",19.184043408,28,38,7,-10,-0.5212665436229084,1.4595463221441434,1.9808128657670518
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p3', 'Canada_p4')",28.550008324,28,49,7,-21,-0.7355514492914094,0.9807352657218791,1.7162867150132883
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p3', 'Canada_p6')",9.792665262,13,11,6,2,0.20423449045694544,1.3275241879701454,1.1232896975131998
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p4', 'Canada_p6')",21.093542722,29,52,7,-23,-1.0903810850138331,1.3748283245826591,2.465209409596492
Canada,"('Canada_p1', 'Canada_p10', 'Canada_p6', 'Canada_p9')",18.205956048,36,27,6,9,0.49434371786197334,1.9773748714478934,1.4830311535859202
Canada,"('Canada_p1', 'Canada_p11', 'Canada_p12', 'Canada_p3')",21.507853531000002,34,25,6,9,0.41845179887560574,1.5808179068633996,1.1623661079877938
Canada,"('Canada_p1', 'Canada_p11', 'Canada_p12', 'Canada_p4')",11.165931195,16,26,4,-10,-0.8955813738560296,1.4329301981696476,2.3285115720256773
Canada,"('Canada_p1', 'Canada_p11', 'Canada_p12', 'Canada_p6')",25.084263353,45,29,7,16,0.6378501044594738,1.7939534187922699,1.1561033143327961
Canada,"('Canada_p1', 'Canada_p11', 'Canada_p12', 'Canada_p9')",25.341173037,50,30,8,20,0.7892294476975675,1.9730736192439187,1.1838441715463512
Canada,"('Canada_p1', 'Canada_p11', 'Canada_p2', 'Canada_p3')",30.391079733,55,41,11,14,0.46066148761401754,1.8097415584836403,1.349080070869623
Canada,"('Canada_p1', 'Canada_p11', 'Canada_p2', 'Canada_p4')",26.457085926,34,51,9,-17,-0.6425499787674538,1.2850999575349076,1.9276499363023611
Canada,"('Canada_p1', 'Canada_p11', 'Canada_p2', 'Canada_p7')",19.133496895,40,39,6,1,0.05226436157947279,2.090574463178912,2.0383101015994387
Canada,"('Canada_p1', 'Canada_p11', 'Canada_p2', 'Canada_p9')",22.90903737,40,27,6,13,0.5674616436316896,1.746035826559045,1.1785741829273553
Canada,"('Canada_p1', 'Canada_p12', 'Canada_p2', 'Canada_p5')",20.659466822,29,58,10,-29,-1.4037148320361432,1.4037148320361432,2.8074296640722864
Canada,"('Canada_p1', 'Canada_p12', 'Canada_p2', 'Canada_p8')",38.726339601999996,65,78,9,-13,-0.3356888395238011,1.6784441976190054,2.014133037142807
Canada,"('Canada_p1', 'Canada_p12', 'Canada_p3', 'Canada_p4')",14.868048546,20,27,8,-7,-0.4708082555920382,1.3451664445486806,1.8159747001407187
Canada,"('Canada_p1', 'Canada_p12', 'Canada_p3', 'Canada_p6')",19.299365741,18,31,10,-13,-0.673597266068828,0.9326731376337618,1.6062704037025899
Canada,"('Canada_p1', 'Canada_p12', 'Canada_p3', 'Canada_p9')",8.312136462,13,13,5,0,0.0,1.5639781732928917,1.5639781732928917
Canada,"('Canada_p1', 'Canada_p12', 'Canada_p4', 'Canada_p6')",7.345529303,15,10,4,5,0.6806861416995426,2.042058425098628,1.3613722833990851
Canada,"('Canada_p1', 'Canada_p12', 'Canada_p4', 'Canada_p9')",28.889032748,40,47,12,-7,-0.24230648568476604,1.3846084896272346,1.6269149753120007
Canada,"('Canada_p1', 'Canada_p12', 'Canada_p6', 'Canada_p7')",22.064186382,33,38,10,-5,-0.22661157377092356,1.4956363868880955,1.722247960659019
Canada,"('Canada_p1', 'Canada_p12', 'Canada_p6', 'Canada_p9')",12.332115001,24,14,5,10,0.8108909136177459,1.9461381926825903,1.1352472790648442
Canada,"('Canada_p1', 'Canada_p2', 'Canada_p3', 'Canada_p4')",25.77262675,40,46,6,-6,-0.23280514082640025,1.5520342721760017,1.784839413002402
Canada,"('Canada_p1', 'Canada_p2', 'Canada_p3', 'Canada_p7')",23.496727096,38,27,9,11,0.46815030685157,1.617246514578151,1.149096207726581
Canada,"('Canada_p1', 'Canada_p2', 'Canada_p3', 'Canada_p9')",16.952158415,22,14,8,8,0.4719163073016859,1.2977698450796362,0.8258535377779503
Canada,"('Canada_p1', 'Canada_p2', 'Canada_p4', 'Canada_p7')",26.677414483,33,37,9,-4,-0.14993956788987076,1.2370014350914338,1.3869410029813045
Canada,"('Canada_p1', 'Canada_p2', 'Canada_p4', 'Canada_p9')",31.799970486,54,54,10,0,0.0,1.6981147835899284,1.6981147835899284
Canada,"('Canada_p1', 'Canada_p2', 'Canada_p5', 'Canada_p6')",12.204717364,28,23,6,5,0.4096776558503842,2.2941948727621515,1.8845172169117672
Canada,"('Canada_p1', 'Canada_p2', 'Canada_p6', 'Canada_p7')",27.932467147,40,56,12,-16,-0.5728101250704748,1.432025312676187,2.004835437746662
Canada,"('Canada_p1', 'Canada_p2', 'Canada_p6', 'Canada_p8')",33.299711744,53,74,11,-21,-0.6306360896287283,1.591605369062981,2.2222414586917094
Canada,"('Canada_p1', 'Canada_p2', 'Canada_p6', 'Canada_p9')",29.424676940999998,61,45,13,16,0.5437612801011177,2.0730898803855116,1.5293286002843935
Canada,"('Canada_p10', 'Canada_p11', 'Canada_p12', 'Canada_p5')",21.811809015,49,30,9,19,0.8710877665824821,2.2464895032916643,1.3754017367091822
Canada,"('Canada_p10', 'Canada_p11', 'Canada_p12', 'Canada_p8')",11.222605369,10,20,6,-10,-0.8910586865704838,0.8910586865704838,1.7821173731409676
Canada,"('Canada_p10', 'Canada_p11', 'Canada_p3', 'Canada_p4')",24.619284727,31,44,8,-13,-0.5280413360564811,1.2591754936731472,1.7872168297296285
Canada,"('Canada_p10', 'Canada_p11', 'Canada_p3', 'Canada_p7')",18.153353227,33,22,8,11,0.605948656562215,1.817845969686645,1.21189731312443
Canada,"('Canada_p10', 'Canada_p11', 'Canada_p3', 'Canada_p9')",37.165877128,74,39,13,35,0.9417240410998327,1.991073686896789,1.0493496457969564
Canada,"('Canada_p10', 'Canada_p11', 'Canada_p4', 'Canada_p7')",30.492213677000002,44,39,10,5,0.16397628761769611,1.4429913310357259,1.2790150434180299
Canada,"('Canada_p10', 'Canada_p11', 'Canada_p4', 'Canada_p9')",23.048971146,42,37,9,5,0.21692942250342995,1.8222071490288116,1.6052777265253817
Canada,"('Canada_p10', 'Canada_p11', 'Canada_p5', 'Canada_p6')",24.557261252,48,30,8,18,0.7329807593480743,1.9546153582615313,1.221634598913457
Canada,"('Canada_p10', 'Canada_p11', 'Canada_p6', 'Canada_p7')",36.766268069,52,44,13,8,0.217590754247514,1.414339902608841,1.196749148361327
Canada,"('Canada_p10', 'Canada_p11', 'Canada_p6', 'Canada_p8')",34.578598238,55,59,13,-4,-0.11567848911828409,1.5905792253764062,1.7062577144946902
Canada,"('Canada_p10', 'Canada_p11', 'Canada_p6', 'Canada_p9')",17.900525206,35,21,8,14,0.7820999573413299,1.9552498933533244,1.1731499360119948
Canada,"('Canada_p10', 'Canada_p12', 'Canada_p3', 'Canada_p5')",30.30462518,67,38,10,29,0.9569496348411857,2.210883639115843,1.2539340042746572
Canada,"('Canada_p10', 'Canada_p12', 'Canada_p3', 'Canada_p8')",20.928979825,21,33,10,-12,-0.5733676509958603,1.0033933892427556,1.5767610402386156
Canada,"('Canada_p10', 'Canada_p12', 'Canada_p4', 'Canada_p5')",12.521390798999999,11,21,8,-10,-0.7986333276011667,0.8784966603612834,1.67712998796245
Canada,"('Canada_p10', 'Canada_p12', 'Canada_p4', 'Canada_p8')",32.132516933,31,60,11,-29,-0.9025125563760954,0.9647548016434123,1.8672673580195076
Canada,"('Canada_p10', 'Canada_p12', 'Canada_p5', 'Canada_p7')",36.776491077,66,55,13,11,0.29910411999255127,1.7946247199553076,1.4955205999627563
Canada,"('Canada_p10', 'Canada_p12', 'Canada_p5', 'Canada_p9')",19.175697689,28,24,11,4,0.20859736448048882,1.4601815513634218,1.251584186882933
Canada,"('Canada_p10', 'Canada_p12', 'Canada_p7', 'Canada_p8')",15.485783481,13,32,6,-19,-1.2269317870362648,0.8394796437616548,2.0664114307979196
Canada,"('Canada_p10', 'Canada_p12', 'Canada_p7', 'Canada_p9')",50.873948518,82,74,16,8,0.15725140731251624,1.6118269249532915,1.4545755176407753
Canada,"('Canada_p10', 'Canada_p12', 'Canada_p8', 'Canada_p9')",26.036378303,36,47,10,-11,-0.42248579552758087,1.3826807853629919,1.8051665808905726
Canada,"('Canada_p10', 'Canada_p2', 'Canada_p5', 'Canada_p7')",37.110033964,62,64,12,-2,-0.05389377983162656,1.6707071747804234,1.72460095461205
Canada,"('Canada_p10', 'Canada_p2', 'Canada_p5', 'Canada_p8')",24.159602682,39,49,8,-10,-0.413914091701949,1.614264957637601,2.02817904933955
Canada,"('Canada_p10', 'Canada_p2', 'Canada_p5', 'Canada_p9')",12.964106044000001,26,18,5,8,0.6170884419525811,2.0055374363458887,1.3884489943933074
Canada,"('Canada_p10', 'Canada_p2', 'Canada_p7', 'Canada_p8')",37.16752644,48,50,12,-2,-0.05381041440109351,1.2914499456262443,1.3452603600273378
Canada,"('Canada_p10', 'Canada_p2', 'Canada_p8', 'Canada_p9')",26.249773507,47,46,7,1,0.03809556679539848,1.7904916393837287,1.7523960725883303
Canada,"('Canada_p10', 'Canada_p3', 'Canada_p4', 'Canada_p7')",13.608111211,20,31,7,-11,-0.8083414244225344,1.4697116807682444,2.2780531051907786
Canada,"('Canada_p10', 'Canada_p3', 'Canada_p4', 'Canada_p9')",20.433263442999998,36,37,8,-1,-0.04893980850340276,1.7618331061224992,1.810772914625902
Canada,"('Canada_p10', 'Canada_p3', 'Canada_p5', 'Canada_p6')",29.99443441,51,54,7,-3,-0.10001855540905998,1.7003154419540194,1.8003339973630794
Canada,"('Canada_p10', 'Canada_p3', 'Canada_p6', 'Canada_p7')",39.422210663,51,54,14,-3,-0.07609923313650373,1.2936869633205632,1.369786196457067
Canada,"('Canada_p10', 'Canada_p3', 'Canada_p6', 'Canada_p8')",16.977694397,27,29,8,-2,-0.11780162566440146,1.5903219464694196,1.708123572133821
Canada,"('Canada_p10', 'Canada_p3', 'Canada_p6', 'Canada_p9')",36.780835271,60,51,13,9,0.24469264859507112,1.6312843239671406,1.3865916753720695
Canada,"('Canada_p10', 'Canada_p4', 'Canada_p5', 'Canada_p6')",41.925938348,70,83,13,-13,-0.3100705795084522,1.6696108127378195,1.9796813922462717
Canada,"('Canada_p10', 'Canada_p4', 'Canada_p6', 'Canada_p7')",24.225213517,40,46,8,-6,-0.24767583558301812,1.6511722372201207,1.898848072803139
Canada,"('Canada_p10', 'Canada_p4', 'Canada_p6', 'Canada_p8')",23.724153715,28,38,8,-10,-0.4215113474702084,1.1802317729165834,1.6017431203867918
Canada,"('Canada_p10', 'Canada_p4', 'Canada_p6', 'Canada_p9')",26.825287726,42,34,9,8,0.298226064962059,1.5656868410508098,1.2674607760887509
Canada,"('Canada_p10', 'Canada_p6', 'Canada_p7', 'Canada_p9')",14.765403559,27,22,6,5,0.33862941707084837,1.8285988521825813,1.489969435111733
Canada,"('Canada_p11', 'Canada_p12', 'Canada_p3', 'Canada_p5')",44.214654027,70,69,13,1,0.022616935991161272,1.583185519381289,1.5605685833901277
Canada,"('Canada_p11', 'Canada_p12', 'Canada_p3', 'Canada_p7')",58.926559762,102,67,19,35,0.5939596701616793,1.7309681816140368,1.1370085114523574
Canada,"('Canada_p11', 'Canada_p12', 'Canada_p3', 'Canada_p8')",27.611703149,46,33,8,13,0.4708148544785009,1.6659602543085417,1.1951453998300408
Canada,"('Canada_p11', 'Canada_p12', 'Canada_p3', 'Canada_p9')",31.787465476,56,35,12,21,0.6606377603730409,1.761700694328109,1.1010629339550682
Canada,"('Canada_p11', 'Canada_p12', 'Canada_p4', 'Canada_p5')",45.526980877,60,50,13,10,0.21964997035531406,1.3178998221318843,1.0982498517765702
Canada,"('Canada_p11', 'Canada_p12', 'Canada_p4', 'Canada_p7')",17.503114351,26,21,8,5,0.28566344821453654,1.48544993071559,1.1997864825010534
Canada,"('Canada_p11', 'Canada_p12', 'Canada_p4', 'Canada_p8')",18.396890234,30,37,9,-7,-0.3804990903877347,1.6307103873760058,2.0112094777637406
Canada,"('Canada_p11', 'Canada_p12', 'Canada_p4', 'Canada_p9')",29.580065069,38,37,10,1,0.03380655173230174,1.284648965827466,1.2508424140951642
Canada,"('Canada_p11', 'Canada_p12', 'Canada_p5', 'Canada_p6')",23.424522074000002,41,30,6,11,0.4695933588420754,1.7503025193204629,1.2807091604783876
Canada,"('Canada_p11', 'Canada_p12', 'Canada_p6', 'Canada_p7')",27.163220087,29,30,10,-1,-0.03681448652984218,1.0676201093654232,1.1044345958952655
Canada,"('Canada_p11', 'Canada_p12', 'Canada_p6', 'Canada_p8')",41.465142469,77,57,9,20,0.48233284173453206,1.8569814406779483,1.3746485989434163
Canada,"('Canada_p11', 'Canada_p12', 'Canada_p7', 'Canada_p9')",25.755225261,42,28,8,14,0.5435790158356557,1.6307370475069674,1.0871580316713114
Canada,"('Canada_p11', 'Canada_p2', 'Canada_p3', 'Canada_p5')",30.432957119,57,46,11,11,0.36145025135044945,1.8729694842705107,1.5115192329200613
Canada,"('Canada_p11', 'Canada_p2', 'Canada_p3', 'Canada_p7')",11.696769509000001,31,11,4,20,1.7098738232476185,2.6503044260338084,0.9404306027861902
Canada,"('Canada_p11', 'Canada_p2', 'Canada_p3', 'Canada_p8')",22.070733033,34,45,8,-11,-0.4983975830595604,1.5405016203659139,2.038899203425474
Canada,"('Canada_p11', 'Canada_p2', 'Canada_p4', 'Canada_p5')",44.441762778,69,61,15,8,0.18001086140444994,1.5525936796133808,1.3725828182089308
Canada,"('Canada_p11', 'Canada_p2', 'Canada_p4', 'Canada_p7')",31.069046848,57,39,10,18,0.5793547542047853,1.8346233883151535,1.2552686341103683
Canada,"('Canada_p11', 'Canada_p2', 'Canada_p4', 'Canada_p8')",26.028577733,47,33,7,14,0.5378703417302083,1.8057075758085566,1.2678372340783481
Canada,"('Canada_p11', 'Canada_p2', 'Canada_p5', 'Canada_p6')",20.506773239,39,40,8,-1,-0.04876437596228885,1.9018106625292652,1.9505750384915541
Canada,"('Canada_p11', 'Canada_p2', 'Canada_p5', 'Canada_p9')",19.225203318000002,44,35,8,9,0.46813549126804604,2.288662401754892,1.8205269104868458
Canada,"('Canada_p11', 'Canada_p2', 'Canada_p6', 'Canada_p8')",17.138642001,30,21,8,9,0.5251291204679385,1.750430401559795,1.2253012810918564
Canada,"('Canada_p11', 'Canada_p2', 'Canada_p7', 'Canada_p9')",31.222564176,58,35,9,23,0.7366467363266571,1.8576309003020048,1.1209841639753477
Canada,"('Canada_p11', 'Canada_p2', 'Canada_p8', 'Canada_p9')",18.725435241,45,36,6,9,0.48062968279072005,2.4031484139536,1.9225187311628802
Canada,"('Canada_p11', 'Canada_p3', 'Canada_p4', 'Canada_p6')",19.141882745,28,17,7,11,0.5746561164613382,1.46276102371977,0.8881049072584317
Canada,"('Canada_p11', 'Canada_p3', 'Canada_p6', 'Canada_p9')",22.924753554,35,28,5,7,0.3053467939583854,1.5267339697919269,1.2213871758335415
Canada,"('Canada_p11', 'Canada_p4', 'Canada_p6', 'Canada_p9')",51.569798383,92,77,15,15,0.29086792018455426,1.7839899104652663,1.493121990280712
Canada,"('Canada_p12', 'Canada_p2', 'Canada_p5', 'Canada_p7')",27.016863348,34,58,10,-24,-0.8883340634647237,1.2584732565750252,2.146807320039749
Canada,"('Canada_p12', 'Canada_p2', 'Canada_p5', 'Canada_p8')",26.675261638000002,53,67,10,-14,-0.5248308410237457,1.986859612447037,2.511690453470783
Canada,"('Canada_p12', 'Canada_p2', 'Canada_p7', 'Canada_p8')",24.035747959000002,40,61,10,-21,-0.8736986273870754,1.6641878616896675,2.537886489076743
Canada,"('Canada_p12', 'Canada_p3', 'Canada_p4', 'Canada_p5')",37.127027562,55,51,11,4,0.10773822367869956,1.481400575582119,1.3736623519034195
Canada,"('Canada_p12', 'Canada_p3', 'Canada_p4', 'Canada_p7')",26.22771789,39,36,12,3,0.11438280724926617,1.4869764942404602,1.3725936869911939
Canada,"('Canada_p12', 'Canada_p3', 'Canada_p4', 'Canada_p8')",19.373835055,30,21,8,9,0.4645440602983393,1.5484802009944643,1.083936140696125
Canada,"('Canada_p12', 'Canada_p3', 'Canada_p4', 'Canada_p9')",18.171258041999998,15,39,8,-24,-1.3207671116951718,0.8254794448094823,2.146246556504654
Canada,"('Canada_p12', 'Canada_p3', 'Canada_p5', 'Canada_p6')",36.087849179,45,47,14,-2,-0.05542031585423014,1.2469571067201781,1.3023774225744083
Canada,"('Canada_p12', 'Canada_p3', 'Canada_p6', 'Canada_p7')",10.295780355000002,12,13,5,-1,-0.0971271691430717,1.1655260297168604,1.262653198859932
Canada,"('Canada_p12', 'Canada_p3', 'Canada_p6', 'Canada_p8')",23.273760902,31,32,9,-1,-0.042966841681099606,1.3319720921140878,1.3749389337951874
Canada,"('Canada_p12', 'Canada_p3', 'Canada_p7', 'Canada_p9')",20.284954051,43,30,8,13,0.6408690878626433,2.119797752161051,1.4789286642984074
Canada,"('Canada_p12', 'Canada_p4', 'Canada_p5', 'Canada_p6')",29.128513649,34,45,9,-11,-0.3776368452077759,1.1672411579149438,1.5448780031227196
Canada,"('Canada_p12', 'Canada_p4', 'Canada_p6', 'Canada_p7')",36.536696695,40,65,12,-25,-0.6842435759503462,1.094789721520554,1.7790332974709002
Canada,"('Canada_p12', 'Canada_p4', 'Canada_p6', 'Canada_p8')",19.835784023,17,45,7,-28,-1.4115902838795495,0.8570369580697265,2.268627241949276
Canada,"('Canada_p12', 'Canada_p4', 'Canada_p7', 'Canada_p9')",11.092275493999999,21,24,5,-3,-0.27045848271824396,1.8932093790277078,2.1636678617459517
Canada,"('Canada_p12', 'Canada_p5', 'Canada_p6', 'Canada_p9')",8.538649616,7,13,8,-6,-0.702687224541572,0.8198017619651673,1.5224889865067393
Canada,"('Canada_p12', 'Canada_p6', 'Canada_p7', 'Canada_p9')",18.927185795,22,26,8,-4,-0.21133622522248824,1.1623492387236853,1.3736854639461735
Canada,"('Canada_p12', 'Canada_p6', 'Canada_p8', 'Canada_p9')",12.902333658,25,20,8,5,0.38752679418577785,1.9376339709288892,1.5501071767431114
Canada,"('Canada_p2', 'Canada_p3', 'Canada_p4', 'Canada_p5')",34.220466282000004,51,69,13,-18,-0.5260010150553681,1.4903362093235428,2.016337224378911
Canada,"('Canada_p2', 'Canada_p3', 'Canada_p4', 'Canada_p7')",23.541039272,39,26,10,13,0.5522271064498991,1.6566813193496974,1.1044542128997983
Canada,"('Canada_p2', 'Canada_p3', 'Canada_p4', 'Canada_p8')",34.264086707000004,65,35,9,30,0.8755523022264338,1.8970299881572732,1.0214776859308394
Canada,"('Canada_p2', 'Canada_p3', 'Canada_p5', 'Canada_p6')",41.654224949,57,56,13,1,0.02400716856991975,1.3684086084854257,1.344401439915506
Canada,"('Canada_p2', 'Canada_p3', 'Canada_p5', 'Canada_p9')",41.888571821,83,52,12,31,0.7400586520941916,1.9814473588328358,1.2413887067386442
Canada,"('Canada_p2', 'Canada_p3', 'Canada_p6', 'Canada_p8')",33.296521164,50,52,11,-2,-0.06006633516303764,1.501658379075941,1.5617247142389785
Canada,"('Canada_p2', 'Canada_p3', 'Canada_p7', 'Canada_p9')",40.878291735,67,71,14,-4,-0.09785144706952614,1.6390117384145628,1.736863185484089
Canada,"('Canada_p2', 'Canada_p3', 'Canada_p8', 'Canada_p9')",22.099113435,45,20,6,25,1.1312671014397189,2.036280782591494,0.9050136811517752
Canada,"('Canada_p2', 'Canada_p4', 'Canada_p5', 'Canada_p6')",19.909828346,24,45,9,-21,-1.0547554521844493,1.2054348024965136,2.260190254680963
Canada,"('Canada_p2', 'Canada_p4', 'Canada_p5', 'Canada_p9')",15.649226761000001,30,41,5,-11,-0.7029101289153464,1.9170276243145812,2.6199377532299275
Canada,"('Canada_p2', 'Canada_p4', 'Canada_p6', 'Canada_p8')",19.729589206,25,54,7,-29,-1.4698734827778754,1.267132312739548,2.7370057955174234
Canada,"('Canada_p2', 'Canada_p4', 'Canada_p7', 'Canada_p9')",38.003463212,81,59,10,22,0.5788946096116121,2.1313846990245717,1.5524900894129596
Canada,"('Canada_p2', 'Canada_p4', 'Canada_p8', 'Canada_p9')",7.488239248,12,14,6,-2,-0.2670854834845416,1.6025129009072494,1.869598384391791
Canada,"('Canada_p2', 'Canada_p5', 'Canada_p6', 'Canada_p7')",19.827000253,34,33,7,1,0.05043627312450814,1.7148332862332767,1.6643970131087684
Canada,"('Canada_p2', 'Canada_p5', 'Canada_p6', 'Canada_p9')",46.010969799,102,62,16,40,0.8693578982303771,2.2168626404874616,1.3475047422570845
Canada,"('Canada_p2', 'Canada_p6', 'Canada_p7', 'Canada_p8')",27.042997342,47,51,13,-4,-0.14791259820107555,1.7379730288626376,1.8858856270637132
Canada,"('Canada_p2', 'Canada_p6', 'Canada_p7', 'Canada_p9')",30.813220359,60,48,10,12,0.3894432279453391,1.9472161397266954,1.5577729117813564
Canada,"('Canada_p2', 'Canada_p6', 'Canada_p8', 'Canada_p9')",33.096246117,70,29,10,41,1.2388111888900961,2.1150434932269935,0.8762323043368974
Canada,"('Canada_p3', 'Canada_p4', 'Canada_p6', 'Canada_p9')",15.931786467,19,17,8,2,0.12553519996910964,1.1925843997065417,1.067049199737432
Chile,"('Chile_p1', 'Chile_p10', 'Chile_p2', 'Chile_p4')",39.414551805,62,101,11,-39,-0.9894822651529577,1.5730230881918814,2.562505353344839
Chile,"('Chile_p1', 'Chile_p10', 'Chile_p2', 'Chile_p6')",26.957594128,38,58,10,-20,-0.7419059692432506,1.4096213415621761,2.1515273108054265
Chile,"('Chile_p1', 'Chile_p10', 'Chile_p4', 'Chile_p6')",27.669351251,36,58,9,-22,-0.7951035714726018,1.301078571500621,2.096182142973223
Chile,"('Chile_p1', 'Chile_p11', 'Chile_p2', 'Chile_p4')",26.937667213,37,48,9,-11,-0.40835013340321646,1.3735413578108189,1.7818914912140353
Chile,"('Chile_p1', 'Chile_p11', 'Chile_p2', 'Chile_p6')",23.101982996,23,38,6,-15,-0.6492949112895278,0.9955855306439426,1.6448804419334704
Chile,"('Chile_p1', 'Chile_p11', 'Chile_p4', 'Chile_p6')",30.814708405,57,50,9,7,0.22716424598274565,1.8497660030023575,1.6226017570196118
Chile,"('Chile_p1', 'Chile_p12', 'Chile_p2', 'Chile_p4')",8.21327442,15,12,4,3,0.3652623602463292,1.8263118012316457,1.4610494409853167
Chile,"('Chile_p1', 'Chile_p12', 'Chile_p2', 'Chile_p5')",18.180175092,30,40,9,-10,-0.5500497079591053,1.650149123877316,2.2001988318364214
Chile,"('Chile_p1', 'Chile_p12', 'Chile_p2', 'Chile_p6')",33.460220907,81,45,15,36,1.075904432910324,2.420784974048229,1.344880541137905
Chile,"('Chile_p1', 'Chile_p12', 'Chile_p2', 'Chile_p7')",39.059210666,47,80,14,-33,-0.8448711440225192,1.203301326335103,2.0481724703576223
Chile,"('Chile_p1', 'Chile_p12', 'Chile_p2', 'Chile_p8')",22.352269991,33,52,11,-19,-0.8500255234770442,1.4763601197232872,2.3263856432003314
